name,x,y,angle
kitchen,-4.61802266177,4.47678432525,167.483106353
living_room,-4.16894167263,0.318327616939,169.5392731
exit_room_1,-8.64514981948,-0.247666354366,173.98242393
enter_room,-8.49215789374,-0.271471115964,-9.79624975088
registration_desk,0.307511124122,3.60132628752,-11.9338795571
bedroom,2.27366319705,-1.10119657142,-10.9809897779
exit_room_2,4.62950925431,5.30670992518,82.1645526899
tv,-0.865893821456,-1.94437159859,-71.0944524923

